fixture_id,gender,disc_id,match_no,match_day,match_date,match_time,end_time,round_name,group_id,team1_dist_id,team2_dist_id,venue,result
1,1,14,NULL,Day-1,NULL,"08:00 AM",NULL,NULL,1,12,16,NULL,NULL
2,1,14,NULL,Day-1,NULL,"08:00 AM",NULL,NULL,2,23,31,NULL,NULL
3,1,14,NULL,Day-1,NULL,"08:00 AM",NULL,NULL,3,10,6,NULL,NULL
4,1,14,NULL,Day-1,NULL,"08:00 AM",NULL,NULL,4,26,21,NULL,NULL
5,2,14,NULL,Day-1,NULL,"09:00 AM",NULL,NULL,1,4,32,NULL,NULL
6,2,14,NULL,Day-1,NULL,"09:00 AM",NULL,NULL,2,28,30,NULL,NULL
7,2,14,NULL,Day-1,NULL,"09:00 AM",NULL,NULL,3,3,20,NULL,NULL
8,2,14,NULL,Day-1,NULL,"09:00 AM",NULL,NULL,4,1,26,NULL,NULL
9,1,14,NULL,Day-1,NULL,"10:00 AM",NULL,NULL,5,14,11,NULL,NULL
10,1,14,NULL,Day-1,NULL,"10:00 AM",NULL,NULL,6,32,20,NULL,NULL
11,1,14,NULL,Day-1,NULL,"10:00 AM",NULL,NULL,7,1,2,NULL,NULL
12,1,14,NULL,Day-1,NULL,"10:00 AM",NULL,NULL,8,4,24,NULL,NULL
13,2,14,NULL,Day-1,NULL,"11:00 AM",NULL,NULL,5,23,22,NULL,NULL
14,2,14,NULL,Day-1,NULL,"11:00 AM",NULL,NULL,6,11,17,NULL,NULL
15,2,14,NULL,Day-1,NULL,"11:00 AM",NULL,NULL,7,9,7,NULL,NULL
16,2,14,NULL,Day-1,NULL,"11:00 AM",NULL,NULL,8,25,18,NULL,NULL
17,1,14,NULL,Day-1,NULL,"12:00 PM",NULL,NULL,1,29,7,NULL,NULL
18,1,14,NULL,Day-1,NULL,"12:00 PM",NULL,NULL,2,23,22,NULL,NULL
19,1,14,NULL,Day-1,NULL,"12:00 PM",NULL,NULL,3,10,30,NULL,NULL
20,1,14,NULL,Day-1,NULL,"12:00 PM",NULL,NULL,4,26,19,NULL,NULL
21,2,14,NULL,Day-1,NULL,"01:00 PM",NULL,NULL,1,4,21,NULL,NULL
22,2,14,NULL,Day-1,NULL,"01:00 PM",NULL,NULL,2,28,29,NULL,NULL
23,2,14,NULL,Day-1,NULL,"01:00 PM",NULL,NULL,3,3,10,NULL,NULL
24,2,14,NULL,Day-1,NULL,"01:00 PM",NULL,NULL,4,1,12,NULL,NULL
25,1,14,NULL,Day-1,NULL,"03:00 PM",NULL,NULL,5,14,33,NULL,NULL
26,1,14,NULL,Day-1,NULL,"03:00 PM",NULL,NULL,6,32,5,NULL,NULL
27,1,14,NULL,Day-1,NULL,"03:00 PM",NULL,NULL,7,1,27,NULL,NULL
28,1,14,NULL,Day-1,NULL,"03:00 PM",NULL,NULL,8,4,3,NULL,NULL
29,2,14,NULL,Day-1,NULL,"04:00 PM",NULL,NULL,5,23,15,NULL,NULL
30,2,14,NULL,Day-1,NULL,"04:00 PM",NULL,NULL,6,11,7,NULL,NULL
31,2,14,NULL,Day-1,NULL,"04:00 PM",NULL,NULL,7,9,33,NULL,NULL
32,2,14,NULL,Day-1,NULL,"04:00 PM",NULL,NULL,8,25,27,NULL,NULL
33,1,14,NULL,Day-1,NULL,"05:00 PM",NULL,NULL,1,17,12,NULL,NULL
34,1,14,NULL,Day-1,NULL,"05:00 PM",NULL,NULL,2,23,9,NULL,NULL
35,1,14,NULL,Day-1,NULL,"05:00 PM",NULL,NULL,3,10,25,NULL,NULL
36,1,14,NULL,Day-1,NULL,"05:00 PM",NULL,NULL,4,26,15,NULL,NULL
37,2,14,NULL,Day-2,NULL,"08:00 AM",NULL,NULL,1,4,24,NULL,NULL
38,2,14,NULL,Day-2,NULL,"08:00 AM",NULL,NULL,2,28,31,NULL,NULL
39,2,14,NULL,Day-2,NULL,"08:00 AM",NULL,NULL,3,3,13,NULL,NULL
40,2,14,NULL,Day-2,NULL,"08:00 AM",NULL,NULL,4,1,14,NULL,NULL
41,1,14,NULL,Day-2,NULL,"09:00 AM",NULL,NULL,5,14,13,NULL,NULL
42,1,14,NULL,Day-2,NULL,"09:00 AM",NULL,NULL,6,32,8,NULL,NULL
43,1,14,NULL,Day-2,NULL,"09:00 AM",NULL,NULL,7,1,18,NULL,NULL
44,1,14,NULL,Day-2,NULL,"09:00 AM",NULL,NULL,8,4,28,NULL,NULL
45,2,14,NULL,Day-2,NULL,"10:00 AM",NULL,NULL,5,23,8,NULL,NULL
46,2,14,NULL,Day-2,NULL,"10:00 AM",NULL,NULL,6,11,19,NULL,NULL
